x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.223,25,22.5,2,1,2.5,1998,1,1,3,1329
0.638,32,33.8,0,0,2.9,1991,0,1,0,1469
0.334,26,29.4,1,0,0.6,1997,0,0,6,1572
0.821,21,41.7,2,1,0.3,2002,0,0,1,832
0.765,25,30.5,2,0,4.8,1998,1,1,3,1534
0.16,39,21.2,1,1,1.6,1984,1,1,1,1206
0.412,27,42.6,0,1,2.4,1995,0,1,2,1618
0.133,33,24.3,2,0,4.9,1990,1,1,0,1338
0.943,32,41.1,1,0,2.1,1990,1,1,0,1480
0.757,35,42.9,2,0,0.6,1987,1,0,3,1270
0.266,24,24.7,2,0,5.6,1999,1,1,3,1096
0.673,29,28.6,2,0,3.8,1993,0,0,3,1232
0.493,33,17.5,1,0,3.4,1990,1,1,2,1328
0.147,34,28.7,0,1,5.3,1989,0,1,3,1325
0.952,34,17.9,0,0,0.6,1988,1,0,2,1320
0.057,30,29.9,0,1,3.9,1993,1,1,3,1684
0.944,21,32.2,2,1,0.6,2002,1,0,0,1026
0.375,39,28.5,1,1,0.3,1984,1,1,4,1231
0.671,32,33.9,2,0,1.4,1990,1,1,1,1671
0.582,31,33.7,0,0,0.1,1991,0,1,6,1396
0.074,30,35.3,1,0,3.7,1993,0,0,4,1680
0.455,24,37.8,0,1,10.9,1999,1,1,1,1063
0.028,28,26.9,1,1,3.3,1994,1,1,2,1585
0.452,26,39.2,1,1,12.5,1996,1,0,1,1469
0.738,26,31.3,2,0,5.9,1997,1,0,1,1509
0.734,37,25.4,2,0,1.0,1985,1,0,2,1398
0.889,29,32.5,2,0,0.9,1993,0,1,0,1791
0.623,28,30.2,0,1,0.3,1994,0,1,2,1598
0.967,35,29.4,0,1,5.0,1988,0,1,1,1020
0.809,39,26.1,0,0,1.3,1983,1,0,2,1117
0.09,35,31.0,1,0,2.2,1987,1,0,2,1081
0.015,27,37.8,2,1,8.9,1996,1,0,4,1589
0.069,30,23.7,0,0,1.2,1992,0,0,4,1474
0.434,34,29.7,0,0,1.2,1989,1,1,1,1507
0.723,29,34.0,2,0,0.3,1994,0,0,3,1718
0.298,32,25.7,0,0,4.7,1991,1,1,3,1457
0.764,30,24.4,1,1,1.2,1993,0,1,2,1542
0.49,27,27.7,1,0,6.2,1995,0,0,1,1579
0.475,28,43.9,0,1,3.5,1995,1,0,1,1413
0.728,24,32.1,1,1,6.1,1999,1,1,2,1312
0.731,35,19.0,0,0,0.7,1988,1,1,2,1248
0.989,31,18.8,1,0,8.6,1991,1,1,1,1320
0.31,26,24.2,1,0,0.6,1996,1,1,2,1318
0.239,26,35.0,0,1,7.9,1996,1,1,3,1458
0.87,30,25.7,2,0,7.9,1992,1,1,2,1383
0.268,32,31.0,0,0,0.1,1991,1,0,3,1093
0.821,30,27.3,2,0,7.6,1993,1,0,1,1641
0.201,30,39.1,0,0,2.1,1992,0,1,2,1556
0.979,37,19.6,0,0,8.6,1986,1,1,4,1162
0.254,30,32.0,1,1,7.7,1992,0,1,1,1678
0.724,29,32.1,1,1,2.0,1993,0,1,4,1758
0.59,26,36.7,1,0,4.8,1996,1,1,0,1074
0.527,23,16.2,2,0,0.3,2000,1,0,4,1492
0.157,31,30.0,1,0,0.9,1992,1,1,3,1499
0.978,39,36.4,0,0,1.7,1983,1,1,3,1146
0.331,31,26.3,0,1,5.9,1991,0,0,2,1390
0.36,32,24.1,0,1,4.7,1990,1,0,0,1661
0.814,33,30.3,2,0,3.0,1989,0,1,4,1117
0.367,30,29.7,0,0,1.0,1993,0,1,0,974
0.554,32,39.6,1,0,4.3,1990,0,1,0,960
0.965,33,32.4,2,0,3.3,1990,1,1,4,1674
0.833,29,24.9,0,1,3.0,1994,0,1,1,1462
0.749,29,30.9,2,0,1.5,1993,1,1,2,1351
0.926,24,36.4,0,1,1.8,1999,1,1,1,1031
0.434,27,23.9,2,1,4.3,1995,0,1,2,1695
0.101,37,39.7,2,0,0.5,1985,1,1,2,1141
0.369,23,20.3,1,1,0.1,1999,1,1,3,1644
0.486,37,36.4,0,1,0.7,1986,1,0,2,1016
0.388,33,11.3,0,1,5.9,1989,1,1,4,1599
0.32,26,28.2,1,1,1.9,1997,1,0,2,1462
0.647,26,31.2,2,1,2.6,1997,1,0,1,1180
0.11,27,17.4,0,1,1.7,1996,1,1,2,1395
0.109,27,38.1,1,1,6.3,1995,1,0,4,1301
0.919,29,33.1,2,0,5.1,1993,1,1,1,1659
0.654,37,34.0,2,0,0.9,1986,1,1,2,1492
0.974,25,34.8,1,0,2.8,1997,1,0,3,1606
0.282,31,32.5,2,1,3.0,1991,1,1,1,1451
0.928,25,28.5,2,1,0.5,1998,1,0,1,1197
0.733,29,23.2,0,0,0.4,1994,0,1,2,1318
0.353,33,34.4,2,0,3.1,1990,0,1,0,1579
0.304,31,30.7,0,0,4.9,1991,1,0,0,1550
0.022,35,17.2,0,0,0.7,1987,0,1,1,1166
0.135,31,27.5,0,0,2.6,1991,1,1,1,1340
0.557,26,21.4,2,0,4.1,1996,1,1,2,1288
0.527,28,30.1,0,1,2.3,1994,0,1,4,1678
0.856,37,34.2,1,1,4.1,1986,1,0,3,1400
0.704,29,38.1,0,0,4.2,1994,1,0,5,1863
0.397,20,29.5,2,1,2.8,2003,1,0,3,963
0.002,31,31.8,0,0,7.3,1991,1,1,3,1488
0.048,27,25.3,0,0,8.9,1995,0,1,0,1394
0.799,32,39.3,0,0,1.2,1991,1,0,2,1133
0.705,29,29.4,0,0,5.1,1993,1,1,3,1681
0.54,32,31.3,0,0,0.6,1991,1,1,1,1432
0.461,22,31.9,0,0,0.9,2000,1,0,1,1123
0.581,34,30.7,2,1,4.2,1988,0,0,4,1070
0.158,31,24.3,0,0,4.7,1992,1,0,0,1691
0.906,24,23.6,2,0,1.2,1998,1,0,2,1245
0.255,32,31.5,2,1,0.7,1990,0,1,0,1464
0.188,30,23.3,1,0,4.8,1992,0,1,1,1244
0.217,36,27.8,2,0,9.0,1987,1,1,3,1199
0.438,30,33.8,0,0,4.8,1992,1,1,3,1368
0.579,27,35.0,1,0,5.1,1995,1,0,3,1617
0.915,28,31.9,2,1,0.9,1995,0,0,2,1034
0.956,28,35.0,2,0,3.5,1994,1,1,0,1532
0.809,30,32.9,2,0,0.1,1993,1,1,1,1320
0.755,33,42.7,1,1,4.9,1989,0,1,0,1440
0.677,37,27.1,0,0,4.7,1985,1,0,0,1393
0.973,27,42.6,0,0,1.6,1996,1,1,0,1427
0.56,25,29.0,0,0,18.1,1997,1,1,0,1353
0.903,35,33.4,1,1,14.1,1988,1,1,5,1438
0.352,28,27.3,0,0,3.4,1994,1,1,1,1375
0.263,27,31.7,1,1,2.5,1996,0,1,4,1610
0.014,29,35.4,1,0,0.9,1993,0,1,2,1534
0.199,29,19.3,2,0,3.8,1993,1,0,0,1485
0.671,40,33.0,2,1,15.8,1983,1,1,2,1320
0.283,26,33.7,0,1,9.0,1997,1,1,1,1471
0.254,32,18.4,0,0,8.2,1990,1,0,1,1574
0.105,27,36.3,0,0,3.6,1996,1,1,1,1411
0.182,22,42.8,1,1,2.1,2001,1,1,2,988
0.148,28,45.5,0,1,8.0,1995,0,1,0,1666
0.61,35,33.3,2,1,0.8,1987,0,1,1,1091
0.765,31,15.4,0,1,0.4,1991,1,0,1,1590
0.559,30,34.3,0,1,1.7,1993,0,1,1,1374
0.365,31,36.9,0,1,2.0,1992,0,0,1,1208
0.26,28,32.8,1,1,5.3,1994,1,1,4,1817
0.899,25,24.5,2,1,1.3,1998,1,0,0,1428
0.454,27,44.4,2,1,1.6,1995,0,0,2,1405
0.379,37,26.8,0,0,0.9,1985,0,0,4,1662
0.557,35,26.1,0,1,8.9,1987,0,1,2,1144
0.461,30,29.6,1,0,3.2,1993,1,1,2,1760
0.431,30,22.7,0,0,1.4,1993,1,1,2,1948
0.938,21,22.3,1,1,2.0,2002,0,0,2,1090
0.006,36,18.0,1,0,0.3,1986,1,1,0,1210
0.366,34,28.3,0,1,0.7,1989,1,1,1,1754
0.14,32,30.6,2,0,7.4,1990,1,0,4,1659
0.455,33,23.9,0,0,0.1,1990,1,0,3,1193
0.815,33,21.7,0,0,2.5,1989,0,1,1,935
0.627,33,32.0,2,1,2.6,1989,1,1,2,1870
0.417,34,30.3,0,1,18.7,1989,1,0,0,1109
0.47,30,53.5,2,1,8.4,1993,0,1,3,1748
0.401,30,28.5,1,0,3.8,1992,1,1,2,1745
0.315,29,37.1,1,0,0.2,1994,1,0,2,1448
0.294,30,21.6,1,1,8.3,1992,1,1,2,1466
0.251,38,27.6,2,0,10.2,1985,1,1,3,972
0.982,36,34.6,2,0,0.8,1986,0,1,2,1131
0.289,22,31.9,0,0,0.8,2001,1,1,3,1033
0.928,29,32.4,1,0,5.6,1993,0,1,2,1428
0.579,27,33.9,2,1,1.7,1996,1,1,3,1551
0.899,31,24.6,0,0,3.0,1991,0,1,0,1209
0.1,32,29.1,1,1,0.1,1990,1,1,3,1593
0.459,23,26.3,2,1,3.3,2000,1,0,0,1044
0.079,24,30.9,0,1,3.9,1998,0,0,3,1253
0.661,29,34.4,0,0,2.0,1993,0,1,2,1364
0.259,29,23.3,0,1,3.5,1993,1,0,4,1431
0.015,40,35.6,1,0,3.0,1983,1,1,1,822
0.233,31,26.4,1,1,0.1,1992,1,1,4,1847
0.555,22,12.7,2,0,1.2,2000,1,0,2,640
0.629,37,31.8,1,0,2.2,1986,1,0,4,1619
0.183,31,29.9,2,1,3.3,1991,1,1,0,1655
0.935,29,22.4,1,0,2.9,1994,1,0,1,1604
0.666,30,33.6,0,1,6.7,1992,0,0,1,1248
0.699,27,35.3,0,0,3.8,1996,1,0,1,1821
0.415,34,37.7,1,1,1.9,1988,0,1,2,1309
0.266,30,30.5,0,0,0.6,1992,1,0,2,1604
0.35,35,40.3,2,1,0.9,1987,1,1,2,791
0.47,33,30.9,2,1,9.3,1990,1,0,4,1491
0.771,31,32.0,2,1,14.3,1991,1,1,5,1597
0.232,32,37.0,2,1,11.5,1990,0,1,4,1314
0.964,33,38.2,2,1,0.5,1990,1,1,2,1487
0.796,28,39.2,2,0,0.7,1994,0,1,3,1467
0.593,26,43.7,2,1,4.3,1997,1,1,4,1466
0.125,25,27.4,0,1,1.2,1997,0,0,2,1154
0.671,28,42.1,0,0,5.1,1995,1,0,2,1607
0.015,35,32.2,2,0,5.4,1987,0,1,1,1075
0.26,28,20.4,0,0,4.3,1994,0,0,2,1020
0.296,27,30.7,2,1,7.2,1995,1,1,0,1594
0.762,30,28.6,1,0,3.4,1993,0,0,2,1627
0.536,30,38.1,1,0,0.4,1993,1,1,1,1783
0.058,27,36.0,1,0,0.2,1995,0,1,1,1059
0.049,42,31.2,0,0,17.7,1981,1,1,1,941
0.442,34,20.8,2,0,0.7,1988,1,0,3,1615
0.624,26,18.4,2,0,12.8,1997,1,1,2,1365
0.851,35,22.2,0,0,7.3,1987,0,1,1,1129
0.018,27,34.4,2,1,0.5,1995,0,0,4,1582
0.941,29,34.3,1,1,0.4,1994,1,1,1,1339
0.226,30,28.9,0,0,1.1,1992,0,1,0,1357
0.306,36,44.6,2,0,2.7,1987,1,1,2,1328
0.913,31,25.2,0,0,0.4,1991,1,0,4,1511
0.169,32,30.1,0,1,4.5,1990,1,0,2,1335
0.686,42,21.5,2,1,3.5,1981,1,1,1,1064
0.729,31,42.5,1,0,10.9,1992,1,1,5,1806
0.063,28,34.4,2,0,6.9,1995,1,0,1,1761
0.944,32,28.3,1,1,4.5,1991,1,1,1,1811
0.594,31,27.1,0,0,0.7,1992,0,0,2,1456
0.229,39,30.0,0,0,4.6,1983,1,1,1,1358
0.634,30,26.8,2,0,5.1,1993,0,1,3,1454
0.685,28,23.8,1,0,0.2,1995,1,0,1,1453
0.658,23,18.7,2,0,0.0,1999,1,1,3,1391
0.788,39,33.6,2,0,1.9,1983,0,0,2,1350
0.394,33,32.8,2,0,0.8,1990,1,1,3,1513
0.153,30,22.2,1,0,2.7,1993,1,1,1,1916
0.147,31,25.9,0,1,0.7,1991,1,0,3,1485
0.941,28,31.8,0,0,9.1,1994,1,1,2,1762
0.556,31,33.6,1,1,15.9,1992,0,0,2,1343
0.418,37,28.1,0,1,0.3,1986,1,0,0,1058
0.133,31,29.5,1,1,5.1,1992,1,1,1,1230
0.764,36,34.7,1,0,3.2,1986,0,0,2,1370
0.465,33,18.0,2,1,4.0,1990,0,0,3,904
0.918,34,28.1,1,1,1.4,1989,0,0,6,1351
0.176,20,19.0,0,0,1.3,2002,1,1,1,1168
0.629,32,29.8,1,0,8.9,1990,1,1,3,1432
0.429,30,33.0,2,0,2.1,1993,1,0,2,1302
0.858,38,27.1,2,0,3.9,1984,0,1,3,1006
0.368,35,28.0,2,0,0.7,1987,1,1,2,1044
0.209,31,33.5,0,0,0.5,1992,0,0,1,1338
0.498,34,18.5,0,1,4.7,1988,0,1,1,1307
0.546,26,35.3,0,1,0.2,1996,1,1,2,1424
0.245,32,30.8,2,0,1.1,1990,0,0,1,1466
0.06,24,32.1,1,1,1.8,1998,1,1,5,1441
0.181,29,48.2,1,0,4.4,1993,0,1,3,1471
0.582,29,33.1,2,1,0.2,1994,1,1,0,1343
0.034,29,22.0,0,1,5.0,1994,1,1,2,1614
0.31,29,30.8,2,0,7.0,1993,1,0,2,1387
0.58,20,23.4,0,0,0.6,2003,1,1,2,1067
0.473,39,29.2,2,1,0.5,1984,0,1,1,1183
0.757,31,31.0,0,0,3.9,1991,1,1,1,1297
0.057,33,26.9,0,0,6.4,1990,0,1,2,1528
0.36,26,28.2,0,0,0.0,1996,1,1,4,1377
0.155,31,31.4,2,0,1.5,1991,0,0,1,1311
0.92,29,12.6,2,1,2.3,1993,1,1,2,1197
0.169,22,29.2,1,1,4.7,2000,1,1,4,1237
0.747,27,29.5,0,0,8.9,1996,0,0,2,1611
0.052,21,21.9,0,1,6.1,2002,1,0,1,1070
0.025,32,26.9,1,1,1.5,1991,1,0,1,1847
0.067,25,32.6,2,1,7.6,1998,1,0,0,1089
0.491,40,36.0,0,0,0.1,1982,0,1,2,1413
0.603,38,36.1,2,1,2.9,1984,0,1,2,1300
0.562,31,38.3,1,0,1.8,1991,0,1,1,1253
0.529,27,32.7,0,1,7.9,1995,0,0,4,1333
0.592,31,44.3,2,1,1.2,1991,1,0,2,1565
0.193,32,41.9,1,0,1.5,1991,1,1,4,1349
0.013,25,37.5,2,0,1.3,1997,1,1,2,1363
0.383,34,25.8,2,1,4.1,1988,1,1,2,1495
0.059,29,30.1,1,1,0.0,1994,0,1,1,1642
0.075,29,33.5,2,1,0.4,1993,1,1,1,1394
0.011,32,34.6,0,1,2.1,1990,1,0,1,1225
0.487,28,43.2,2,1,4.3,1994,0,1,3,1301
0.047,29,35.2,0,0,6.5,1994,1,0,0,1635
0.491,29,32.5,0,0,1.4,1993,1,0,2,1599
0.348,28,39.6,0,1,0.0,1995,1,1,3,1360
0.988,31,31.5,2,1,26.4,1992,0,1,1,1003
0.054,40,22.7,1,1,1.8,1982,1,1,1,1122
0.954,38,34.5,2,0,3.6,1985,0,0,7,1212
0.133,27,33.4,0,0,2.3,1995,0,1,3,1064
0.181,26,47.1,0,1,3.0,1996,0,0,4,1329
0.553,31,35.4,1,1,7.7,1992,0,0,1,1412
0.339,30,18.8,0,0,6.3,1993,1,1,3,1689
0.277,25,42.1,0,0,1.8,1998,0,1,3,1166
0.138,35,32.3,2,0,5.6,1987,0,0,3,1350
0.045,27,40.3,0,0,4.1,1996,1,1,1,1351
0.436,32,28.5,0,0,4.1,1990,1,1,0,1320
0.994,37,28.8,2,1,4.4,1986,1,0,1,1020
0.694,30,32.8,1,0,4.6,1993,1,1,2,1639
0.205,25,21.3,2,0,0.2,1997,0,0,2,1147
0.368,28,36.9,1,1,8.1,1995,0,1,2,1405
0.909,27,33.2,0,0,8.4,1996,1,0,0,1705
0.656,25,37.7,0,0,1.0,1998,0,1,3,1074
0.756,25,22.4,2,1,7.6,1997,0,0,1,1217
0.297,31,19.8,1,1,3.8,1992,1,0,4,1867
0.928,29,34.9,1,1,1.0,1993,1,0,2,1797
0.119,24,41.9,0,1,6.8,1998,1,1,4,1595
0.637,33,34.5,0,1,2.6,1990,0,0,2,1088
0.662,19,31.2,1,0,4.9,2004,1,0,4,1130
0.638,28,26.0,1,0,4.5,1995,1,1,5,1600
0.058,26,26.7,0,1,7.8,1997,1,1,2,1747
0.834,35,36.3,0,1,2.8,1988,1,1,4,1492
0.137,27,29.1,0,0,0.1,1996,0,0,3,1642
0.094,29,26.4,2,1,17.6,1994,0,0,3,1547
0.284,29,22.9,0,0,1.4,1994,1,0,0,1971
0.015,27,28.3,2,1,1.7,1995,1,1,4,1267
0.95,25,19.0,0,0,0.4,1997,1,1,4,1319
0.211,30,17.1,0,0,0.4,1992,1,1,1,1864
0.482,32,17.3,0,0,0.1,1991,1,0,1,1852
0.461,30,31.3,1,0,3.8,1992,1,1,1,1410
0.004,28,38.4,2,1,2.2,1995,1,0,2,1438
0.909,31,24.1,0,0,3.1,1991,1,0,0,1443
0.812,26,21.5,2,0,4.2,1997,0,1,4,1364
0.706,26,38.5,1,0,0.4,1997,1,1,0,1420
0.771,30,38.1,0,0,4.6,1992,1,1,3,1578
0.352,31,31.1,0,1,12.3,1992,1,1,1,1304
0.771,30,42.4,1,0,2.4,1992,0,0,4,1719
0.866,34,19.5,1,0,6.5,1988,0,0,2,1341
0.638,29,29.1,1,1,4.4,1994,0,1,2,1543
0.41,20,31.3,2,1,6.8,2003,1,0,8,837
0.548,33,17.7,1,0,9.4,1990,0,0,2,1021
0.485,25,25.8,0,0,0.2,1998,1,1,1,1231
0.706,29,22.4,2,1,3.7,1993,1,0,2,1687
0.008,31,30.5,0,0,0.4,1992,0,1,1,1164
0.135,28,20.6,2,0,1.7,1994,0,0,3,1321
0.056,35,24.6,0,1,0.9,1987,0,0,1,1056
0.602,32,44.2,2,0,3.8,1991,0,1,1,1079
0.387,31,45.9,1,0,0.3,1992,1,0,2,1342
0.916,22,34.3,2,0,1.5,2000,0,1,3,1264
0.062,24,25.0,2,0,6.5,1998,1,1,0,1281
0.094,35,29.9,1,1,11.0,1987,1,1,0,1106
0.794,29,35.4,2,0,1.7,1994,0,0,2,1734
0.162,26,33.5,0,0,5.7,1996,1,1,0,1357
0.022,30,30.9,1,1,0.8,1993,1,1,3,1378
0.368,25,28.6,1,0,0.5,1997,1,1,2,1488
0.429,22,37.0,1,0,1.8,2000,1,0,0,1244
0.426,29,32.8,2,0,7.4,1993,1,1,2,1446
0.971,27,37.7,1,0,4.5,1995,1,1,0,1414
0.424,28,22.2,1,0,6.7,1995,1,0,1,1323
0.261,28,33.0,1,1,2.0,1994,1,1,1,1474
0.307,31,23.3,1,0,1.8,1992,1,1,1,1382
0.092,33,29.7,1,1,2.8,1990,0,1,3,1177
0.033,37,19.1,0,0,0.5,1985,0,1,1,1165
0.118,29,28.5,0,1,0.9,1993,0,0,2,1538
0.995,38,26.5,0,1,4.4,1984,1,0,4,1451
0.288,21,34.0,1,0,2.4,2002,0,0,1,1257
0.076,23,40.4,1,1,2.7,1999,0,1,1,1062
0.105,21,27.8,2,1,6.1,2001,1,0,6,914
0.462,28,30.3,1,1,0.1,1995,1,0,1,1259
0.977,36,30.3,1,0,11.8,1986,1,1,0,788
0.509,31,28.1,1,0,11.7,1992,1,0,3,2048
0.978,32,16.6,1,0,2.8,1990,0,0,3,1650
0.417,25,33.6,1,1,12.1,1997,0,0,1,882
0.167,27,24.5,0,0,0.4,1996,1,1,1,1412
0.04,27,25.7,0,1,1.0,1996,1,1,3,1709
0.669,28,40.9,0,1,0.2,1994,1,1,0,2080
0.354,27,37.0,0,0,0.9,1996,0,1,3,1079
0.059,31,27.5,0,0,7.9,1991,1,1,3,1619
0.963,34,29.5,2,0,6.3,1988,1,0,3,1604
0.694,31,27.7,0,0,0.5,1992,1,0,2,1465
0.056,26,27.4,2,1,5.5,1996,0,1,1,1387
0.348,27,29.9,0,0,6.9,1995,1,1,3,1331
0.368,27,22.8,0,0,1.3,1996,1,0,2,1799
0.037,30,32.3,1,1,4.2,1993,1,0,3,1398
0.536,30,41.5,1,0,2.9,1992,1,1,2,1648
0.836,36,25.1,0,0,1.5,1986,1,1,3,1322
0.945,32,31.4,2,1,2.1,1990,0,0,0,1153
0.242,35,25.8,2,0,0.3,1987,1,0,4,1367
0.516,38,24.4,1,0,8.3,1985,1,1,0,698
0.017,29,40.5,0,1,6.8,1993,0,0,0,1090
0.237,34,34.1,1,1,3.5,1988,0,0,3,1215
0.321,31,19.3,1,0,1.4,1992,1,1,1,1546
0.03,24,22.8,1,0,0.7,1998,1,1,2,1127
0.416,37,37.7,1,1,0.4,1986,0,1,3,1226
0.067,30,29.6,1,0,12.2,1993,0,0,1,1519
0.708,33,23.5,1,0,4.1,1990,1,0,3,1461
0.864,32,33.7,1,1,5.1,1991,1,0,2,1735
0.915,34,41.1,2,1,0.2,1988,1,0,2,1200
0.748,25,30.6,0,0,3.5,1997,1,0,2,1179
0.414,24,33.2,2,1,4.2,1999,1,1,2,1431
0.649,22,35.7,2,1,0.3,2001,1,1,2,1099
0.379,33,28.8,1,0,2.6,1989,0,1,2,1273
0.368,31,28.0,0,0,2.2,1992,1,0,4,1214
0.529,27,29.4,0,1,1.6,1995,1,1,2,1256
0.496,18,28.8,1,1,2.5,2005,0,1,2,1273
0.755,26,21.4,2,1,4.2,1996,1,1,5,1298
0.658,27,27.2,1,0,6.2,1996,1,1,3,1242
0.907,38,28.8,0,1,6.7,1984,1,1,6,1165
0.922,40,20.9,0,0,4.5,1982,0,0,1,1006
0.243,32,38.2,1,1,8.3,1991,1,1,0,1386
0.195,32,23.1,0,0,0.3,1991,1,1,2,1312
0.88,33,27.5,1,1,7.0,1989,1,1,0,1647
0.658,31,39.9,1,0,3.3,1992,1,0,2,1177
0.412,26,24.5,2,0,3.4,1997,0,1,3,1244
0.307,32,30.3,0,0,6.6,1991,1,1,3,1449
0.694,32,32.0,0,0,1.6,1991,1,1,0,973
0.876,38,39.1,0,0,0.8,1985,0,0,2,1367
0.207,26,25.7,1,0,0.9,1997,1,1,3,1227
0.044,38,25.0,0,0,0.1,1984,1,0,2,1106
0.589,27,28.8,1,0,1.1,1995,1,1,2,1406
0.729,33,23.4,0,1,1.2,1990,1,1,1,1491
0.386,34,40.2,0,1,2.9,1988,1,1,4,1567
0.553,28,47.8,0,0,0.2,1995,1,1,0,1589
0.434,33,25.7,0,1,8.8,1990,1,0,3,1187
0.296,35,42.9,1,1,5.1,1988,1,1,4,1272
0.981,31,33.9,0,0,3.0,1992,1,1,1,1866
0.649,36,33.0,1,0,2.3,1987,1,1,3,1684
0.858,24,29.1,1,1,4.0,1999,1,0,2,1560
0.084,25,41.6,0,0,12.2,1997,1,0,2,1914
0.964,25,26.2,0,1,0.8,1998,1,1,1,1365
0.03,35,27.5,2,1,2.3,1987,1,0,1,1626
0.223,29,38.1,0,0,0.4,1993,0,0,1,1270
0.184,34,34.5,0,0,5.1,1989,1,1,2,1421
0.771,21,17.3,0,0,5.5,2001,1,1,2,1163
0.687,35,38.2,2,1,5.5,1987,1,1,1,923
0.764,31,27.2,0,1,5.2,1991,0,0,3,1464
0.22,23,33.5,2,0,2.1,1999,1,0,2,1331
0.039,26,29.1,0,0,1.8,1996,1,1,5,2028
0.962,37,27.5,0,0,23.6,1985,0,1,2,1088
0.055,30,38.0,0,0,3.1,1993,1,1,3,1691
0.429,33,36.3,2,0,1.4,1989,1,1,1,1466
0.828,26,33.0,1,1,0.3,1996,1,0,4,1117
0.847,27,31.1,1,1,2.0,1995,1,0,3,1391
0.423,37,30.7,1,1,1.5,1985,1,1,4,1505
0.068,38,31.5,1,1,11.5,1985,1,0,1,1424
0.475,27,18.1,1,0,4.9,1996,1,0,3,1453
0.732,28,46.2,2,1,3.3,1994,0,0,3,1030
0.572,28,33.3,0,1,1.1,1994,0,1,1,1332
0.933,26,30.9,1,0,4.1,1996,1,0,4,1781
0.287,22,28.9,1,0,1.1,2000,1,1,1,1331
0.701,35,25.0,0,0,2.2,1987,0,1,0,1071
0.03,24,20.8,2,0,2.3,1998,1,1,3,1289
0.247,32,39.6,1,0,3.7,1991,0,1,2,956
0.942,33,24.7,1,1,5.8,1989,0,0,2,1363
0.533,33,28.7,1,1,7.2,1989,1,1,0,1591
0.193,34,30.0,1,0,0.5,1989,1,1,3,1366
0.947,36,36.5,2,0,0.5,1987,1,0,1,1134
0.547,38,21.6,0,1,4.3,1985,0,0,2,794
0.431,32,23.3,0,0,3.9,1991,0,1,1,1439
0.723,29,21.6,0,0,4.7,1994,0,0,1,1241
0.68,34,43.9,1,0,4.6,1988,1,1,2,1271
0.362,41,18.4,0,1,5.1,1982,1,1,0,888
0.859,31,25.4,2,0,2.9,1992,1,0,3,1291
0.778,33,26.1,1,1,0.7,1990,1,1,2,1282
0.071,30,18.6,0,0,0.2,1992,1,0,1,1692
0.544,35,36.1,1,1,1.9,1988,1,1,3,1782
0.965,32,23.3,1,1,10.1,1991,1,1,1,1490
0.095,27,24.0,1,1,1.1,1995,0,1,2,1644
0.499,30,21.9,1,0,1.6,1993,1,1,0,1237
0.805,33,17.8,0,0,7.2,1990,1,0,4,1630
0.524,28,27.4,2,1,12.8,1995,1,1,2,1359
0.388,30,25.8,0,0,2.1,1993,0,0,0,1908
0.465,34,17.9,2,0,0.2,1988,1,0,1,1318
0.431,32,37.3,1,0,0.8,1990,1,1,3,1637
0.327,33,17.8,1,0,2.1,1989,1,0,2,1844
0.943,33,26.1,2,1,2.6,1989,0,0,1,1517
0.482,28,29.7,1,0,1.1,1995,0,1,4,1368
0.678,35,34.3,1,1,1.7,1988,1,1,2,1093
0.314,25,30.2,0,0,0.6,1998,1,0,4,1449
0.823,26,20.8,0,1,3.5,1996,1,1,0,1541
0.357,32,31.1,0,0,3.4,1991,1,1,2,1427
0.157,23,26.9,1,0,12.7,2000,0,1,1,1324
0.188,33,30.4,2,1,8.4,1990,1,1,3,1250
0.858,36,37.1,1,1,0.4,1986,0,0,1,857
0.067,34,28.4,1,1,0.5,1989,0,0,3,1318
0.211,23,10.4,2,0,19.5,2000,0,1,1,972
0.567,25,23.9,2,0,1.0,1997,1,1,2,1289
0.91,34,25.3,0,1,0.9,1988,1,1,3,1708
0.538,35,33.0,1,1,1.8,1987,1,1,1,1332
0.07,33,37.5,2,0,5.3,1989,1,0,2,1593
0.995,31,30.8,2,0,2.5,1992,1,0,3,1543
0.553,31,22.3,0,1,1.9,1991,1,1,5,1537
0.716,29,24.6,2,1,5.1,1993,0,0,3,1307
0.426,32,22.8,0,1,0.1,1990,1,0,1,1153
0.445,28,30.3,2,1,1.5,1994,1,1,2,1495
0.472,32,27.1,1,1,1.1,1991,0,0,1,1325
0.71,34,30.7,1,1,3.1,1988,1,0,2,1413
0.08,21,36.7,0,0,1.4,2002,0,1,2,1340
0.935,25,19.2,2,1,1.9,1997,0,1,4,1668
0.24,23,33.5,2,0,3.7,1999,0,0,1,941
0.406,29,21.4,2,0,6.8,1993,0,0,5,1918
0.306,30,13.8,2,0,11.4,1993,1,0,2,1249
0.916,36,25.5,2,0,6.5,1987,0,1,1,841
0.605,31,36.6,2,0,0.1,1991,1,0,1,1540
0.727,32,29.5,2,1,2.7,1991,1,1,0,1615
0.439,30,25.8,2,0,1.4,1992,1,1,3,1645
0.283,30,40.5,2,1,0.3,1993,0,1,3,1775
0.642,30,23.2,2,1,9.8,1992,1,1,3,1460
0.887,32,44.0,2,1,5.9,1990,1,0,2,1420
0.293,22,29.2,2,1,12.8,2001,0,0,4,1119
0.172,20,25.9,1,0,4.4,2003,0,0,2,1377
0.16,28,38.1,2,0,14.2,1994,1,1,1,1560
