time,action,user_out,user_in,user_total,floor,calls,orders
21670,down,0,0,0,3,"[(21450, 8), (21560, 9), (21580, 1)]",[]
21680,down,0,0,0,2,"[(21450, 8), (21560, 9), (21580, 1)]",[]
21690,open,0,2,2,1,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21700,up,0,0,2,1,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21710,up,0,0,2,2,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21720,open,0,1,3,3,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9), (21720, 4)]"
21730,up,0,0,3,3,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9), (21720, 4)]"
21740,open,1,0,2,4,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21750,up,0,0,2,4,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21760,up,0,0,2,5,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21770,up,0,0,2,6,"[(21450, 8), (21560, 9)]","[(21690, 7), (21690, 9)]"
21780,open,1,0,1,7,"[(21450, 8), (21560, 9)]","[(21690, 9)]"
21790,up,0,0,1,7,"[(21450, 8), (21560, 9)]","[(21690, 9)]"
21800,open,0,3,4,8,"[(21560, 9)]","[(21690, 9), (21800, 1), (21800, 5), (21800, 10)]"
21810,up,0,0,4,8,"[(21560, 9)]","[(21690, 9), (21800, 1), (21800, 5), (21800, 10)]"
21820,open,1,0,3,9,[],"[(21800, 1), (21800, 5), (21800, 10)]"
21830,up,0,0,3,9,[],"[(21800, 1), (21800, 5), (21800, 10)]"
21840,open,1,0,2,10,"[(21840, 3)]","[(21800, 1), (21800, 5)]"
21850,down,0,0,2,10,"[(21840, 3)]","[(21800, 1), (21800, 5)]"
21860,down,0,0,2,9,"[(21840, 3)]","[(21800, 1), (21800, 5)]"
21870,down,0,0,2,8,"[(21840, 3)]","[(21800, 1), (21800, 5)]"
21880,down,0,0,2,7,"[(21840, 3)]","[(21800, 1), (21800, 5)]"
21890,down,0,0,2,6,"[(21840, 3)]","[(21800, 1), (21800, 5)]"
21900,open,1,0,1,5,"[(21840, 3)]","[(21800, 1)]"
21910,down,0,0,1,5,"[(21840, 3)]","[(21800, 1)]"
21920,down,0,0,1,4,"[(21840, 3)]","[(21800, 1)]"
21930,open,0,1,2,3,[],"[(21800, 1), (21930, 8)]"
21940,down,0,0,2,3,[],"[(21800, 1), (21930, 8)]"
21950,down,0,0,2,2,[],"[(21800, 1), (21930, 8)]"
21960,open,1,0,1,1,[],"[(21930, 8)]"
21970,up,0,0,1,1,[],"[(21930, 8)]"
21980,up,0,0,1,2,[],"[(21930, 8)]"
21990,up,0,0,1,3,[],"[(21930, 8)]"
22000,up,0,0,1,4,[],"[(21930, 8)]"
22010,up,0,0,1,5,[],"[(21930, 8)]"
22020,up,0,0,1,6,"[(22020, 10)]","[(21930, 8)]"
22030,up,0,0,1,7,"[(22020, 10)]","[(21930, 8)]"
22040,open,1,0,0,8,"[(22020, 10)]",[]
22050,up,0,0,0,8,"[(22020, 10)]",[]
22060,up,0,0,0,9,"[(22020, 10)]",[]
22070,open,0,1,1,10,[],"[(22070, 5)]"
22080,down,0,0,1,10,[],"[(22070, 5)]"
22090,down,0,0,1,9,[],"[(22070, 5)]"
22100,down,0,0,1,8,[],"[(22070, 5)]"
22110,down,0,0,1,7,[],"[(22070, 5)]"
22120,down,0,0,1,6,[],"[(22070, 5)]"
22130,open,1,0,0,5,[],[]
22140,open,0,0,0,5,[],[]
22150,open,0,0,0,5,[],[]
22160,open,0,0,0,5,[],[]
22170,open,0,0,0,5,[],[]
22180,open,0,0,0,5,[],[]
22190,open,0,0,0,5,[],[]
22200,open,0,0,0,5,[],[]
22210,open,0,0,0,5,[],[]
22220,open,0,0,0,5,[],[]
22230,open,0,0,0,5,[],[]
22240,open,0,0,0,5,[],[]
22250,open,0,1,1,5,[],"[(22250, 1)]"
22260,down,0,0,1,5,[],"[(22250, 1)]"
22270,down,0,0,1,4,"[(22270, 1)]","[(22250, 1)]"
22280,down,0,0,1,3,"[(22270, 1)]","[(22250, 1)]"
22290,down,0,0,1,2,"[(22270, 1)]","[(22250, 1)]"
22300,open,1,1,1,1,[],"[(22300, 10)]"
22310,up,0,0,1,1,[],"[(22300, 10)]"
22320,up,0,0,1,2,[],"[(22300, 10)]"
22330,up,0,0,1,3,[],"[(22300, 10)]"
22340,up,0,0,1,4,[],"[(22300, 10)]"
22350,up,0,0,1,5,[],"[(22300, 10)]"
22360,up,0,0,1,6,"[(22360, 4)]","[(22300, 10)]"
22370,up,0,0,1,7,"[(22360, 4)]","[(22300, 10)]"
22380,up,0,0,1,8,"[(22360, 4)]","[(22300, 10)]"
22390,up,0,0,1,9,"[(22360, 4), (22390, 7)]","[(22300, 10)]"
22400,open,1,0,0,10,"[(22360, 4), (22390, 7)]",[]
22410,open,0,1,1,10,"[(22360, 4), (22390, 7)]","[(22410, 9)]"
22420,down,0,0,1,10,"[(22360, 4), (22390, 7)]","[(22410, 9)]"
22430,open,1,0,0,9,"[(22360, 4), (22390, 7)]",[]
22440,down,0,0,0,9,"[(22360, 4), (22390, 7)]",[]
22450,down,0,0,0,8,"[(22360, 4), (22390, 7), (22450, 3)]",[]
22460,open,0,1,1,7,"[(22360, 4), (22450, 3)]","[(22460, 1)]"
22470,down,0,0,1,7,"[(22360, 4), (22450, 3)]","[(22460, 1)]"
22480,down,0,0,1,6,"[(22360, 4), (22450, 3)]","[(22460, 1)]"
22490,down,0,0,1,5,"[(22360, 4), (22450, 3)]","[(22460, 1)]"
22500,open,0,3,4,4,"[(22450, 3)]","[(22460, 1), (22500, 8), (22500, 6), (22500, 5)]"
22510,down,0,0,4,4,"[(22450, 3), (22510, 5)]","[(22460, 1), (22500, 8), (22500, 6), (22500, 5)]"
22520,open,0,1,5,3,"[(22510, 5), (22520, 10)]","[(22460, 1), (22500, 8), (22500, 6), (22500, 5)]"
22530,down,0,0,5,3,"[(22510, 5), (22520, 10)]","[(22460, 1), (22500, 8), (22500, 6), (22500, 5)]"
22540,down,0,0,5,2,"[(22510, 5), (22520, 10)]","[(22460, 1), (22500, 8), (22500, 6), (22500, 5)]"
22550,open,1,0,4,1,"[(22510, 5), (22520, 10)]","[(22500, 8), (22500, 6), (22500, 5)]"
22560,up,0,0,4,1,"[(22510, 5), (22520, 10), (22560, 6)]","[(22500, 8), (22500, 6), (22500, 5)]"
22570,up,0,0,4,2,"[(22510, 5), (22520, 10), (22560, 6)]","[(22500, 8), (22500, 6), (22500, 5)]"
22580,up,0,0,4,3,"[(22510, 5), (22520, 10), (22560, 6)]","[(22500, 8), (22500, 6), (22500, 5)]"
22590,up,0,0,4,4,"[(22510, 5), (22520, 10), (22560, 6), (22590, 2)]","[(22500, 8), (22500, 6), (22500, 5)]"
22600,open,2,1,3,5,"[(22520, 10), (22560, 6), (22590, 2)]","[(22500, 8), (22500, 6), (22600, 1)]"
22610,up,0,0,3,5,"[(22520, 10), (22560, 6), (22590, 2)]","[(22500, 8), (22500, 6), (22600, 1)]"
22620,open,1,1,3,6,"[(22520, 10), (22590, 2)]","[(22500, 8), (22600, 1), (22620, 10)]"
22630,up,0,0,3,6,"[(22520, 10), (22590, 2)]","[(22500, 8), (22600, 1), (22620, 10)]"
22640,up,0,0,3,7,"[(22520, 10), (22590, 2)]","[(22500, 8), (22600, 1), (22620, 10)]"
22650,open,1,0,2,8,"[(22520, 10), (22590, 2)]","[(22600, 1), (22620, 10)]"
22660,up,0,0,2,8,"[(22520, 10), (22590, 2)]","[(22600, 1), (22620, 10)]"
22670,down,0,0,2,9,"[(22520, 10), (22590, 2)]","[(22600, 1), (22620, 10)]"
22680,down,0,0,2,8,"[(22520, 10), (22590, 2)]","[(22600, 1), (22620, 10)]"
22690,down,0,0,2,7,"[(22520, 10), (22590, 2)]","[(22600, 1), (22620, 10)]"
22700,down,0,0,2,6,"[(22520, 10), (22590, 2), (22700, 7)]","[(22600, 1), (22620, 10)]"
22710,down,0,0,2,5,"[(22520, 10), (22590, 2), (22700, 7)]","[(22600, 1), (22620, 10)]"
22720,down,0,0,2,4,"[(22520, 10), (22590, 2), (22700, 7)]","[(22600, 1), (22620, 10)]"
22730,down,0,0,2,3,"[(22520, 10), (22590, 2), (22700, 7)]","[(22600, 1), (22620, 10)]"
22740,open,0,1,3,2,"[(22520, 10), (22700, 7), (22740, 9)]","[(22600, 1), (22620, 10), (22740, 6)]"
22750,down,0,0,3,2,"[(22520, 10), (22700, 7), (22740, 9)]","[(22600, 1), (22620, 10), (22740, 6)]"
22760,open,1,0,2,1,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10), (22740, 6)]"
22770,up,0,0,2,1,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10), (22740, 6)]"
22780,up,0,0,2,2,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10), (22740, 6)]"
22790,up,0,0,2,3,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10), (22740, 6)]"
22800,up,0,0,2,4,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10), (22740, 6)]"
22810,up,0,0,2,5,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10), (22740, 6)]"
22820,open,1,0,1,6,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10)]"
22830,up,0,0,1,6,"[(22520, 10), (22700, 7), (22740, 9)]","[(22620, 10)]"
22840,open,0,1,2,7,"[(22520, 10), (22740, 9), (22840, 8), (22840, 2)]","[(22620, 10), (22840, 5)]"
22850,up,0,0,2,7,"[(22520, 10), (22740, 9), (22840, 8), (22840, 2)]","[(22620, 10), (22840, 5)]"
22860,open,0,1,3,8,"[(22520, 10), (22740, 9), (22840, 2), (22860, 4)]","[(22620, 10), (22840, 5), (22860, 9)]"
22870,up,0,0,3,8,"[(22520, 10), (22740, 9), (22840, 2), (22860, 4)]","[(22620, 10), (22840, 5), (22860, 9)]"
22880,open,1,2,4,9,"[(22520, 10), (22840, 2), (22860, 4), (22880, 8)]","[(22620, 10), (22840, 5), (22880, 4)]"
22890,up,0,0,4,9,"[(22520, 10), (22840, 2), (22860, 4), (22880, 8)]","[(22620, 10), (22840, 5), (22880, 4)]"
22900,open,1,2,5,10,"[(22840, 2), (22860, 4), (22880, 8)]","[(22840, 5), (22880, 4), (22900, 1), (22900, 9)]"
22910,down,0,0,5,10,"[(22840, 2), (22860, 4), (22880, 8)]","[(22840, 5), (22880, 4), (22900, 1), (22900, 9)]"
22920,open,1,0,4,9,"[(22840, 2), (22860, 4), (22880, 8)]","[(22840, 5), (22880, 4), (22900, 1)]"
22930,down,0,0,4,9,"[(22840, 2), (22860, 4), (22880, 8)]","[(22840, 5), (22880, 4), (22900, 1)]"
22940,open,0,1,5,8,"[(22840, 2), (22860, 4)]","[(22840, 5), (22880, 4), (22900, 1)]"
22950,down,0,0,5,8,"[(22840, 2), (22860, 4)]","[(22840, 5), (22880, 4), (22900, 1)]"
22960,down,0,0,5,7,"[(22840, 2), (22860, 4)]","[(22840, 5), (22880, 4), (22900, 1)]"
22970,down,0,0,5,6,"[(22840, 2), (22860, 4)]","[(22840, 5), (22880, 4), (22900, 1)]"
22980,open,3,0,2,5,"[(22840, 2), (22860, 4)]","[(22880, 4), (22900, 1)]"
22990,down,0,0,2,5,"[(22840, 2), (22860, 4)]","[(22880, 4), (22900, 1)]"
23000,open,1,2,3,4,"[(22840, 2)]","[(22900, 1), (23000, 2)]"
23010,down,0,0,3,4,"[(22840, 2)]","[(22900, 1), (23000, 2)]"
23020,down,0,0,3,3,"[(22840, 2)]","[(22900, 1), (23000, 2)]"
23030,open,1,1,3,2,[],"[(22900, 1), (23030, 9)]"
23040,down,0,0,3,2,"[(23040, 8)]","[(22900, 1), (23030, 9)]"
23050,open,2,1,2,1,"[(23040, 8)]","[(23030, 9)]"
23060,up,0,0,2,1,"[(23040, 8)]","[(23030, 9)]"
23070,up,0,0,2,2,"[(23040, 8)]","[(23030, 9)]"
23080,up,0,0,2,3,"[(23040, 8)]","[(23030, 9)]"
23090,up,0,0,2,4,"[(23040, 8)]","[(23030, 9)]"
23100,up,0,0,2,5,"[(23040, 8)]","[(23030, 9)]"
23110,up,0,0,2,6,"[(23040, 8)]","[(23030, 9)]"
23120,up,0,0,2,7,"[(23040, 8)]","[(23030, 9)]"
23130,open,0,1,3,8,[],"[(23030, 9), (23130, 5)]"
23140,up,0,0,3,8,[],"[(23030, 9), (23130, 5)]"
23150,open,2,0,1,9,[],"[(23130, 5)]"
23160,down,0,0,1,9,[],"[(23130, 5)]"
23170,down,0,0,1,8,"[(23170, 9)]","[(23130, 5)]"
23180,down,0,0,1,7,"[(23170, 9)]","[(23130, 5)]"
23190,down,0,0,1,6,"[(23170, 9)]","[(23130, 5)]"
23200,open,1,0,0,5,"[(23170, 9)]",[]
23210,up,0,0,0,5,"[(23170, 9)]",[]
23220,up,0,0,0,6,"[(23170, 9)]",[]
23230,up,0,0,0,7,"[(23170, 9)]",[]
23240,up,0,0,0,8,"[(23170, 9)]",[]
23250,open,0,1,1,9,[],"[(23250, 3)]"
23260,down,0,0,1,9,[],"[(23250, 3)]"
23270,down,0,0,1,8,[],"[(23250, 3)]"
23280,down,0,0,1,7,"[(23280, 6)]","[(23250, 3)]"
23290,open,0,2,3,6,[],"[(23250, 3), (23290, 5), (23290, 4)]"
23300,down,0,0,3,6,"[(23300, 3), (23300, 7)]","[(23250, 3), (23290, 5), (23290, 4)]"
23310,open,1,0,2,5,"[(23300, 3), (23300, 7)]","[(23250, 3), (23290, 4)]"
23320,down,0,0,2,5,"[(23300, 3), (23300, 7)]","[(23250, 3), (23290, 4)]"
23330,open,1,0,1,4,"[(23300, 3), (23300, 7), (23330, 9)]","[(23250, 3)]"
23340,down,0,0,1,4,"[(23300, 3), (23300, 7), (23330, 9)]","[(23250, 3)]"
23350,open,1,1,1,3,"[(23300, 7), (23330, 9)]","[(23350, 4)]"
23360,up,0,0,1,3,"[(23300, 7), (23330, 9)]","[(23350, 4)]"
23370,open,1,0,0,4,"[(23300, 7), (23330, 9)]",[]
23380,up,0,0,0,4,"[(23300, 7), (23330, 9)]",[]
23390,up,0,0,0,5,"[(23300, 7), (23330, 9)]",[]
23400,up,0,0,0,6,"[(23300, 7), (23330, 9), (23400, 4)]",[]
23410,open,0,1,1,7,"[(23330, 9), (23400, 4), (23410, 10)]","[(23410, 10)]"
23420,up,0,0,1,7,"[(23330, 9), (23400, 4), (23410, 10)]","[(23410, 10)]"
23430,up,0,0,1,8,"[(23330, 9), (23400, 4), (23410, 10), (23430, 3)]","[(23410, 10)]"
23440,open,0,1,2,9,"[(23400, 4), (23410, 10), (23430, 3)]","[(23410, 10), (23440, 4)]"
23450,up,0,0,2,9,"[(23400, 4), (23410, 10), (23430, 3)]","[(23410, 10), (23440, 4)]"
23460,open,1,1,2,10,"[(23400, 4), (23430, 3)]","[(23440, 4), (23460, 5)]"
23470,down,0,0,2,10,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4), (23460, 5)]"
23480,down,0,0,2,9,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4), (23460, 5)]"
23490,down,0,0,2,8,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4), (23460, 5)]"
23500,down,0,0,2,7,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4), (23460, 5)]"
23510,down,0,0,2,6,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4), (23460, 5)]"
23520,open,1,0,1,5,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4)]"
23530,down,0,0,1,5,"[(23400, 4), (23430, 3), (23470, 2)]","[(23440, 4)]"
23540,open,1,2,2,4,"[(23430, 3), (23470, 2)]","[(23540, 5), (23540, 7)]"
23550,up,0,0,2,4,"[(23430, 3), (23470, 2)]","[(23540, 5), (23540, 7)]"
23560,open,1,0,1,5,"[(23430, 3), (23470, 2)]","[(23540, 7)]"
23570,up,0,0,1,5,"[(23430, 3), (23470, 2)]","[(23540, 7)]"
23580,up,0,0,1,6,"[(23430, 3), (23470, 2)]","[(23540, 7)]"
23590,open,1,0,0,7,"[(23430, 3), (23470, 2), (23590, 6)]",[]
23600,down,0,0,0,7,"[(23430, 3), (23470, 2), (23590, 6)]",[]
23610,open,0,1,1,6,"[(23430, 3), (23470, 2)]","[(23610, 10)]"
23620,up,0,0,1,6,"[(23430, 3), (23470, 2)]","[(23610, 10)]"
23630,up,0,0,1,7,"[(23430, 3), (23470, 2)]","[(23610, 10)]"
23640,up,0,0,1,8,"[(23430, 3), (23470, 2)]","[(23610, 10)]"
23650,up,0,0,1,9,"[(23430, 3), (23470, 2)]","[(23610, 10)]"
23660,open,1,0,0,10,"[(23430, 3), (23470, 2)]",[]
23670,down,0,0,0,10,"[(23430, 3), (23470, 2)]",[]
23680,down,0,0,0,9,"[(23430, 3), (23470, 2)]",[]
23690,down,0,0,0,8,"[(23430, 3), (23470, 2)]",[]
23700,down,0,0,0,7,"[(23430, 3), (23470, 2)]",[]
23710,down,0,0,0,6,"[(23430, 3), (23470, 2)]",[]
23720,down,0,0,0,5,"[(23430, 3), (23470, 2)]",[]
23730,down,0,0,0,4,"[(23430, 3), (23470, 2)]",[]
23740,open,0,1,1,3,"[(23470, 2), (23740, 9)]","[(23740, 10)]"
23750,up,0,0,1,3,"[(23470, 2), (23740, 9)]","[(23740, 10)]"
23760,up,0,0,1,4,"[(23470, 2), (23740, 9), (23760, 5)]","[(23740, 10)]"
23770,open,0,1,2,5,"[(23470, 2), (23740, 9)]","[(23740, 10), (23770, 8)]"
23780,up,0,0,2,5,"[(23470, 2), (23740, 9)]","[(23740, 10), (23770, 8)]"
23790,up,0,0,2,6,"[(23470, 2), (23740, 9)]","[(23740, 10), (23770, 8)]"
23800,up,0,0,2,7,"[(23470, 2), (23740, 9)]","[(23740, 10), (23770, 8)]"
23810,open,1,0,1,8,"[(23470, 2), (23740, 9)]","[(23740, 10)]"
23820,up,0,0,1,8,"[(23470, 2), (23740, 9)]","[(23740, 10)]"
23830,open,0,1,2,9,"[(23470, 2)]","[(23740, 10), (23830, 2)]"
23840,up,0,0,2,9,"[(23470, 2)]","[(23740, 10), (23830, 2)]"
23850,open,1,0,1,10,"[(23470, 2)]","[(23830, 2)]"
23860,down,0,0,1,10,"[(23470, 2)]","[(23830, 2)]"
23870,down,0,0,1,9,"[(23470, 2)]","[(23830, 2)]"
23880,open,0,1,2,8,"[(23470, 2)]","[(23830, 2), (23880, 3)]"
23890,down,0,0,2,8,"[(23470, 2)]","[(23830, 2), (23880, 3)]"
23900,down,0,0,2,7,"[(23470, 2)]","[(23830, 2), (23880, 3)]"
23910,down,0,0,2,6,"[(23470, 2)]","[(23830, 2), (23880, 3)]"
23920,down,0,0,2,5,"[(23470, 2)]","[(23830, 2), (23880, 3)]"
23930,down,0,0,2,4,"[(23470, 2)]","[(23830, 2), (23880, 3)]"
23940,open,1,0,1,3,"[(23470, 2), (23940, 1)]","[(23830, 2)]"
23950,down,0,0,1,3,"[(23470, 2), (23940, 1)]","[(23830, 2)]"
23960,open,1,3,3,2,"[(23940, 1), (23960, 7)]","[(23960, 6), (23960, 3), (23960, 10)]"
23970,up,0,0,3,2,"[(23940, 1), (23960, 7)]","[(23960, 6), (23960, 3), (23960, 10)]"
23980,open,1,0,2,3,"[(23940, 1), (23960, 7)]","[(23960, 6), (23960, 10)]"
23990,up,0,0,2,3,"[(23940, 1), (23960, 7)]","[(23960, 6), (23960, 10)]"
24000,up,0,0,2,4,"[(23940, 1), (23960, 7)]","[(23960, 6), (23960, 10)]"
24010,up,0,0,2,5,"[(23940, 1), (23960, 7)]","[(23960, 6), (23960, 10)]"
24020,open,1,0,1,6,"[(23940, 1), (23960, 7)]","[(23960, 10)]"
24030,up,0,0,1,6,"[(23940, 1), (23960, 7)]","[(23960, 10)]"
24040,open,0,2,3,7,"[(23940, 1), (24040, 5)]","[(23960, 10), (24040, 8)]"
24050,up,0,0,3,7,"[(23940, 1), (24040, 5)]","[(23960, 10), (24040, 8)]"
24060,open,1,0,2,8,"[(23940, 1), (24040, 5)]","[(23960, 10)]"
24070,up,0,0,2,8,"[(23940, 1), (24040, 5)]","[(23960, 10)]"
24080,up,0,0,2,9,"[(23940, 1), (24040, 5)]","[(23960, 10)]"
24090,open,2,0,0,10,"[(23940, 1), (24040, 5)]",[]
24100,down,0,0,0,10,"[(23940, 1), (24040, 5)]",[]
24110,down,0,0,0,9,"[(23940, 1), (24040, 5)]",[]
24120,down,0,0,0,8,"[(23940, 1), (24040, 5)]",[]
24130,down,0,0,0,7,"[(23940, 1), (24040, 5)]",[]
24140,down,0,0,0,6,"[(23940, 1), (24040, 5)]",[]
24150,open,0,1,1,5,"[(23940, 1)]","[(24150, 9)]"
24160,up,0,0,1,5,"[(23940, 1), (24160, 4)]","[(24150, 9)]"
24170,up,0,0,1,6,"[(23940, 1), (24160, 4)]","[(24150, 9)]"
24180,up,0,0,1,7,"[(23940, 1), (24160, 4)]","[(24150, 9)]"
24190,up,0,0,1,8,"[(23940, 1), (24160, 4)]","[(24150, 9)]"
24200,open,1,0,0,9,"[(23940, 1), (24160, 4)]",[]
24210,down,0,0,0,9,"[(23940, 1), (24160, 4)]",[]
24220,down,0,0,0,8,"[(23940, 1), (24160, 4)]",[]
24230,down,0,0,0,7,"[(23940, 1), (24160, 4), (24230, 6)]",[]
24240,open,0,1,1,6,"[(23940, 1), (24160, 4)]","[(24240, 7)]"
24250,down,0,0,1,6,"[(23940, 1), (24160, 4)]","[(24240, 7)]"
24260,down,0,0,1,5,"[(23940, 1), (24160, 4)]","[(24240, 7)]"
24270,open,0,0,1,4,"[(23940, 1)]","[(24240, 7)]"
24280,up,0,0,1,4,"[(23940, 1)]","[(24240, 7)]"
24290,up,0,0,1,5,"[(23940, 1)]","[(24240, 7)]"
24300,up,0,0,1,6,"[(23940, 1)]","[(24240, 7)]"
24310,open,1,0,0,7,"[(23940, 1)]",[]
24320,down,0,0,0,7,"[(23940, 1)]",[]
24330,down,0,0,0,6,"[(23940, 1)]",[]
24340,down,0,0,0,5,"[(23940, 1)]",[]
24350,down,0,0,0,4,"[(23940, 1)]",[]
24360,down,0,0,0,3,"[(23940, 1), (24360, 7), (24360, 9)]",[]
24370,open,0,1,1,2,"[(23940, 1), (24360, 7), (24360, 9)]","[(24370, 4)]"
24380,down,0,0,1,2,"[(23940, 1), (24360, 7), (24360, 9)]","[(24370, 4)]"
24390,open,0,2,3,1,"[(24360, 7), (24360, 9), (24390, 5)]","[(24370, 4), (24390, 6), (24390, 8)]"
24400,up,0,0,3,1,"[(24360, 7), (24360, 9), (24390, 5)]","[(24370, 4), (24390, 6), (24390, 8)]"
24410,up,0,0,3,2,"[(24360, 7), (24360, 9), (24390, 5)]","[(24370, 4), (24390, 6), (24390, 8)]"
24420,up,0,0,3,3,"[(24360, 7), (24360, 9), (24390, 5)]","[(24370, 4), (24390, 6), (24390, 8)]"
24430,open,1,0,2,4,"[(24360, 7), (24360, 9), (24390, 5)]","[(24390, 6), (24390, 8)]"
24440,up,0,0,2,4,"[(24360, 7), (24360, 9), (24390, 5)]","[(24390, 6), (24390, 8)]"
24450,open,0,1,3,5,"[(24360, 7), (24360, 9)]","[(24390, 6), (24390, 8)]"
24460,up,0,0,3,5,"[(24360, 7), (24360, 9)]","[(24390, 6), (24390, 8)]"
24470,open,1,0,2,6,"[(24360, 7), (24360, 9)]","[(24390, 8)]"
24480,up,0,0,2,6,"[(24360, 7), (24360, 9), (24480, 8), (24480, 5), (24480, 2)]","[(24390, 8)]"
24490,open,0,1,3,7,"[(24360, 9), (24480, 8), (24480, 5), (24480, 2)]","[(24390, 8)]"
24500,up,0,0,3,7,"[(24360, 9), (24480, 8), (24480, 5), (24480, 2)]","[(24390, 8)]"
24510,open,3,1,1,8,"[(24360, 9), (24480, 5), (24480, 2), (24510, 6)]","[(24510, 7)]"
24520,down,0,0,1,8,"[(24360, 9), (24480, 5), (24480, 2), (24510, 6)]","[(24510, 7)]"
24530,open,1,0,0,7,"[(24360, 9), (24480, 5), (24480, 2), (24510, 6)]",[]
24540,up,0,0,0,7,"[(24360, 9), (24480, 5), (24480, 2), (24510, 6)]",[]
24550,down,0,0,0,8,"[(24360, 9), (24480, 5), (24480, 2), (24510, 6)]",[]
24560,down,0,0,0,7,"[(24360, 9), (24480, 5), (24480, 2), (24510, 6)]",[]
24570,open,0,1,1,6,"[(24360, 9), (24480, 5), (24480, 2)]","[(24570, 8)]"
24580,down,0,0,1,6,"[(24360, 9), (24480, 5), (24480, 2)]","[(24570, 8)]"
24590,open,0,2,3,5,"[(24360, 9), (24480, 2)]","[(24570, 8), (24590, 3), (24590, 2)]"
24600,down,0,0,3,5,"[(24360, 9), (24480, 2)]","[(24570, 8), (24590, 3), (24590, 2)]"
24610,down,0,0,3,4,"[(24360, 9), (24480, 2)]","[(24570, 8), (24590, 3), (24590, 2)]"
24620,open,1,0,2,3,"[(24360, 9), (24480, 2)]","[(24570, 8), (24590, 2)]"
24630,down,0,0,2,3,"[(24360, 9), (24480, 2)]","[(24570, 8), (24590, 2)]"
24640,open,1,1,2,2,"[(24360, 9)]","[(24570, 8), (24640, 7)]"
24650,up,0,0,2,2,"[(24360, 9)]","[(24570, 8), (24640, 7)]"
24660,up,0,0,2,3,"[(24360, 9)]","[(24570, 8), (24640, 7)]"
24670,up,0,0,2,4,"[(24360, 9)]","[(24570, 8), (24640, 7)]"
24680,up,0,0,2,5,"[(24360, 9)]","[(24570, 8), (24640, 7)]"
24690,up,0,0,2,6,"[(24360, 9)]","[(24570, 8), (24640, 7)]"
24700,open,1,0,1,7,"[(24360, 9)]","[(24570, 8)]"
24710,up,0,0,1,7,"[(24360, 9)]","[(24570, 8)]"
24720,open,1,0,0,8,"[(24360, 9)]",[]
24730,up,0,0,0,8,"[(24360, 9)]",[]
24740,open,0,0,0,9,[],[]
24750,open,0,0,0,9,[],[]
24760,open,0,0,0,9,[],[]
24770,open,0,0,0,9,[],[]
24780,open,0,0,0,9,[],[]
24790,open,0,0,0,9,[],[]
24800,open,0,0,0,9,[],[]
24810,down,0,0,0,9,"[(24810, 2)]",[]
24820,down,0,0,0,8,"[(24810, 2)]",[]
24830,down,0,0,0,7,"[(24810, 2)]",[]
24840,down,0,0,0,6,"[(24810, 2)]",[]
24850,down,0,0,0,5,"[(24810, 2)]",[]
24860,down,0,0,0,4,"[(24810, 2), (24860, 10), (24860, 8)]",[]
24870,down,0,0,0,3,"[(24810, 2), (24860, 10), (24860, 8)]",[]
24880,open,0,1,1,2,"[(24860, 10), (24860, 8)]","[(24880, 8)]"
24890,up,0,0,1,2,"[(24860, 10), (24860, 8)]","[(24880, 8)]"
24900,up,0,0,1,3,"[(24860, 10), (24860, 8)]","[(24880, 8)]"
24910,up,0,0,1,4,"[(24860, 10), (24860, 8)]","[(24880, 8)]"
24920,up,0,0,1,5,"[(24860, 10), (24860, 8)]","[(24880, 8)]"
24930,up,0,0,1,6,"[(24860, 10), (24860, 8), (24930, 5)]","[(24880, 8)]"
24940,up,0,0,1,7,"[(24860, 10), (24860, 8), (24930, 5)]","[(24880, 8)]"
24950,open,1,1,1,8,"[(24860, 10), (24930, 5), (24950, 7)]","[(24950, 5)]"
24960,down,0,0,1,8,"[(24860, 10), (24930, 5), (24950, 7), (24960, 6)]","[(24950, 5)]"
24970,open,0,2,3,7,"[(24860, 10), (24930, 5), (24960, 6)]","[(24950, 5), (24970, 4), (24970, 3)]"
